Effective date,S&P 500 (TR),S&P 500 (Net TR),S&P 500
2016-03-18,3852.15,3491.22,2049.58
2016-03-17,3835.26,3475.92,2040.59
2016-03-16,3810.09,3453.11,2027.22
2016-03-15,3788.62,3433.72,2015.93
2016-03-14,3795.53,3440.0,2019.64
2016-03-11,3800.07,3444.19,2022.19
2016-03-10,3737.74,3387.97,1989.57
2016-03-09,3736.92,3387.3,1989.26
2016-03-08,3717.49,3369.86,1979.26
2016-03-07,3759.05,3407.72,2001.76
2016-03-04,3755.47,3404.55,1999.99
2016-03-03,3743.02,3393.28,1993.4
2016-03-02,3729.59,3381.21,1986.45
2016-03-01,3713.7,3366.99,1978.35
2016-02-29,3627.06,3288.45,1932.23
2016-02-26,3656.42,3315.17,1948.05
2016-02-25,3662.84,3321.1,1951.7
2016-02-24,3620.87,3283.29,1929.8
2016-02-23,3604.68,3268.66,1921.27
2016-02-22,3649.92,3309.74,1945.5
2016-02-19,3597.92,3262.58,1917.78
2016-02-18,3597.49,3262.34,1917.83
2016-02-17,3614.16,3277.51,1926.82
2016-02-16,3555.2,3224.14,1895.58
2016-02-12,3496.28,3171.02,1864.78
2016-02-11,3428.99,3110.08,1829.08
2016-02-10,3471.04,3148.4,1851.86
2016-02-09,3470.5,3148.24,1852.21
2016-02-08,3472.08,3149.86,1853.44
2016-02-05,3521.6,3194.88,1880.05
2016-02-04,3587.71,3254.91,1915.45
2016-02-03,3581.53,3249.5,1912.53
2016-02-02,3562.52,3232.58,1903.03
2016-02-01,3630.46,3294.26,1939.38
2016-01-29,3631.96,3295.65,1940.24
2016-01-28,3544.13,3215.98,1893.36
2016-01-27,3524.33,3198.09,1882.95
2016-01-26,3562.81,3233.07,1903.63
2016-01-25,3513.11,3187.97,1877.08
2016-01-22,3568.9,3238.61,1906.9
2016-01-21,3497.94,3174.21,1868.99
2016-01-20,3479.75,3157.74,1859.33
2016-01-19,3520.4,3194.78,1881.33
2016-01-15,3518.51,3193.06,1880.33
2016-01-14,3596.03,3263.45,1921.84
2016-01-13,3536.92,3209.83,1890.28
2016-01-12,3627.06,3291.75,1938.68
2016-01-11,3598.97,3266.26,1923.67
2016-01-08,3595.91,3263.47,1922.03
2016-01-07,3635.29,3299.22,1943.09
2016-01-06,3723.44,3379.25,1990.26
2016-01-05,3771.57,3423.3,2016.71
2016-01-04,3763.99,3416.42,2012.66
2015-12-31,3821.6,3468.95,2043.94
2015-12-30,3857.9,3501.9,2063.36
2015-12-29,3885.55,3527.11,2078.36
2015-12-28,3843.94,3489.54,2056.5
2015-12-24,3852.31,3497.15,2060.99
2015-12-23,3858.47,3502.74,2064.29
2015-12-22,3810.85,3459.59,2038.97
2015-12-21,3777.15,3429.11,2021.15
2015-12-18,3747.56,3402.36,2005.55
2015-12-17,3815.46,3464.0,2041.89
2015-12-16,3873.12,3516.52,2073.07
2015-12-15,3817.36,3465.99,2043.41
2015-12-14,3777.22,3429.55,2021.94
2015-12-11,3759.09,3413.16,2012.37
2015-12-10,3832.93,3480.37,2052.23
2015-12-09,3823.9,3472.29,2047.62
2015-12-08,3853.48,3499.21,2063.59
2015-12-07,3878.31,3521.85,2077.07
2015-12-04,3905.31,3546.45,2091.69
2015-12-03,3826.74,3475.1,2049.62
2015-12-02,3882.38,3525.68,2079.51
2015-12-01,3924.63,3564.3,2102.63
2015-11-30,3882.84,3526.43,2080.41
2015-11-27,3900.74,3542.74,2090.11
2015-11-25,3897.57,3540.1,2088.87
2015-11-24,3897.67,3540.3,2089.14
2015-11-23,3892.8,3535.91,2086.59
2015-11-20,3897.45,3540.17,2089.17
2015-11-19,3882.06,3526.36,2081.24
2015-11-18,3886.26,3530.22,2083.58
2015-11-17,3824.14,3473.87,2050.44
2015-11-16,3828.46,3478.01,2053.19
2015-11-13,3771.59,3426.53,2023.04
2015-11-12,3814.29,3465.34,2045.97
2015-11-11,3867.71,3514.06,2075.0
2015-11-10,3880.23,3525.43,2081.72
2015-11-09,3873.37,3519.48,2078.58
2015-11-06,3910.98,3553.88,2099.2
2015-11-05,3911.89,3554.83,2099.93
2015-11-04,3915.52,3558.34,2102.31
2015-11-03,3928.05,3570.11,2109.79
2015-11-02,3917.3,3560.36,2104.05
2015-10-30,3871.33,3518.58,2079.36
2015-10-29,3890.04,3535.58,2089.41
2015-10-28,3891.35,3536.9,2090.35
2015-10-27,3845.45,3495.27,2065.89
2015-10-26,3855.29,3504.22,2071.18
2015-10-23,3862.65,3510.92,2075.15
2015-10-22,3820.49,3472.6,2052.51
2015-10-21,3757.91,3415.75,2018.94
2015-10-20,3779.44,3435.44,2030.77
2015-10-19,3784.72,3440.28,2033.66
2015-10-16,3783.64,3439.31,2033.11
2015-10-15,3766.43,3423.66,2023.86
2015-10-14,3711.11,3373.43,1994.24
2015-10-13,3728.48,3389.28,2003.69
2015-10-12,3753.73,3412.33,2017.46
2015-10-09,3748.96,3408.0,2014.89
2015-10-08,3746.12,3405.45,2013.43
2015-10-07,3713.36,3375.67,1995.83
2015-10-06,3682.33,3347.85,1979.92
2015-10-05,3695.61,3359.92,1987.05
2015-10-02,3629.04,3299.45,1951.36
2015-10-01,3577.47,3252.66,1923.82
2015-09-30,3570.17,3246.09,1920.03
2015-09-29,3503.13,3185.19,1884.09
2015-09-28,3498.61,3181.14,1881.77
2015-09-25,3589.71,3264.26,1931.34
2015-09-24,3591.37,3265.78,1932.24
2015-09-23,3603.49,3276.79,1938.76
2015-09-22,3610.7,3283.41,1942.74
2015-09-21,3655.64,3324.29,1966.97
2015-09-18,3638.99,3309.16,1958.03
2015-09-17,3698.74,3363.51,1990.2
2015-09-16,3707.62,3371.76,1995.31
2015-09-15,3675.48,3342.56,1978.09
2015-09-14,3628.87,3300.19,1953.03
2015-09-11,3643.54,3313.59,1961.05
2015-09-10,3626.14,3298.08,1952.29
2015-09-09,3606.8,3280.57,1942.04
2015-09-08,3657.32,3326.61,1969.41
2015-09-04,3567.41,3244.94,1921.22
2015-09-03,3622.66,3295.27,1951.13
2015-09-02,3618.25,3291.32,1948.86
2015-09-01,3552.65,3231.81,1913.85
2015-08-31,3660.75,3330.19,1972.18
2015-08-28,3691.3,3358.1,1988.87
2015-08-27,3688.6,3355.77,1987.66
2015-08-26,3600.73,3275.93,1940.51
2015-08-25,3465.19,3152.68,1867.61
2015-08-24,3512.65,3195.88,1893.21
2015-08-21,3656.67,3326.94,1970.89
2015-08-20,3776.36,3436.0,2035.73
2015-08-19,3857.74,3510.06,2079.61
2015-08-18,3889.6,3539.11,2096.92
2015-08-17,3899.1,3547.96,2102.44
2015-08-14,3878.16,3529.1,2091.54
2015-08-13,3863.03,3515.34,2083.39
2015-08-12,3867.37,3519.45,2086.05
2015-08-11,3862.81,3515.54,2084.07
2015-08-10,3899.36,3549.01,2104.18
2015-08-07,3849.96,3504.06,2077.57
2015-08-06,3860.92,3514.08,2083.56
2015-08-05,3889.99,3540.84,2099.84
2015-08-04,3876.44,3528.91,2093.32
2015-08-03,3885.07,3536.79,2098.04
2015-07-31,3895.8,3546.56,2103.84
2015-07-30,3904.64,3554.61,2108.63
2015-07-29,3904.21,3554.31,2108.57
2015-07-28,3875.37,3528.19,2093.25
2015-07-27,3827.93,3485.0,2067.64
2015-07-24,3850.15,3505.24,2079.65
2015-07-23,3891.79,3543.15,2102.15
2015-07-22,3913.75,3563.21,2114.15
2015-07-21,3922.7,3571.48,2119.21
2015-07-20,3939.35,3586.67,2128.28
2015-07-17,3936.22,3583.85,2126.64
2015-07-16,3931.85,3579.88,2124.29
2015-07-15,3900.5,3551.36,2107.4
2015-07-14,3903.31,3553.93,2108.95
2015-07-13,3885.97,3538.15,2099.6
2015-07-10,3843.1,3499.21,2076.62
2015-07-09,3796.26,3456.57,2051.31
2015-07-08,3787.67,3448.75,2046.68
2015-07-07,3850.66,3506.42,2081.34
2015-07-06,3827.35,3485.2,2068.76
2015-07-02,3842.06,3498.63,2076.78
2015-07-01,3843.26,3499.72,2077.42
2015-06-30,3815.85,3475.02,2063.11
2015-06-29,3805.5,3465.66,2057.64
2015-06-26,3886.21,3539.26,2101.49
2015-06-25,3887.04,3540.2,2102.31
2015-06-24,3898.47,3550.66,2108.58
2015-06-23,3927.23,3576.88,2124.2
2015-06-22,3924.41,3574.4,2122.85
2015-06-19,3900.64,3552.75,2109.99
2015-06-18,3921.43,3571.69,2121.24
2015-06-17,3882.49,3536.36,2100.44
2015-06-16,3874.73,3529.32,2096.29
2015-06-15,3852.75,3509.31,2084.43
2015-06-12,3870.56,3525.56,2094.11
2015-06-11,3897.59,3550.24,2108.86
2015-06-10,3889.7,3543.36,2105.2
2015-06-09,3843.16,3501.03,2080.15
2015-06-08,3841.45,3499.5,2079.28
2015-06-05,3865.83,3521.89,2092.83
2015-06-04,3871.23,3526.86,2095.84
2015-06-03,3904.83,3557.49,2114.07
2015-06-02,3895.85,3549.5,2109.6
2015-06-01,3899.59,3552.96,2111.73
2015-05-29,3891.18,3545.41,2107.39
2015-05-28,3915.82,3567.89,2120.79
2015-05-27,3920.11,3571.98,2123.48
2015-05-26,3883.88,3539.14,2104.2
2015-05-22,3924.16,3575.87,2126.06
2015-05-21,3932.9,3583.84,2130.82
2015-05-20,3923.18,3575.13,2125.85
2015-05-19,3926.41,3578.19,2127.83
2015-05-18,3928.15,3580.0,2129.2
2015-05-15,3915.99,3568.98,2122.73
2015-05-14,3912.52,3565.93,2121.1
2015-05-13,3870.36,3527.63,2098.48
2015-05-12,3870.69,3528.16,2099.12
2015-05-11,3881.93,3538.47,2105.33
2015-05-08,3901.01,3556.07,2116.1
2015-05-07,3849.13,3508.8,2088.0
2015-05-06,3833.7,3494.99,2080.15
2015-05-05,3849.41,3509.72,2089.46
2015-05-04,3895.16,3551.53,2114.49
2015-05-01,3883.75,3541.12,2108.29
2015-04-30,3841.78,3502.86,2085.51
2015-04-29,3880.9,3538.58,2106.85
2015-04-28,3895.21,3551.7,2114.76
2015-04-27,3884.1,3541.66,2108.92
2015-04-24,3900.24,3556.38,2117.69
2015-04-23,3891.46,3548.38,2112.93
2015-04-22,3881.93,3539.8,2107.96
2015-04-21,3862.15,3521.79,2097.29
2015-04-20,3867.82,3526.98,2100.4
2015-04-17,3832.33,3494.64,2081.18
2015-04-16,3876.17,3534.62,2104.99
2015-04-15,3879.1,3537.31,2106.63
2015-04-14,3859.22,3519.19,2095.84
2015-04-13,3852.93,3513.46,2092.43
2015-04-10,3870.31,3529.41,2102.06
2015-04-09,3850.29,3511.15,2091.18
2015-04-08,3833.2,3495.56,2081.9
2015-04-07,3821.49,3485.28,2076.33
2015-04-06,3829.31,3492.43,2080.62
2015-04-02,3804.14,3469.49,2066.96
2015-04-01,3790.66,3457.22,2059.69
2015-03-31,3805.27,3470.67,2067.89
2015-03-30,3838.65,3501.23,2086.24
2015-03-27,3791.9,3458.68,2061.02
2015-03-26,3782.21,3450.04,2056.15
2015-03-25,3791.13,3458.2,2061.05
2015-03-24,3847.05,3509.24,2091.5
2015-03-23,3870.49,3530.71,2104.42
2015-03-20,3877.26,3536.88,2108.1
2015-03-19,3842.62,3505.29,2089.27
2015-03-18,3861.39,3522.42,2099.5
2015-03-17,3814.91,3480.05,2074.28
2015-03-16,3827.62,3491.64,2081.19
2015-03-13,3776.44,3444.97,2053.4
2015-03-12,3799.43,3465.97,2065.95
2015-03-11,3751.2,3422.23,2040.24
2015-03-10,3757.83,3428.44,2044.16
2015-03-09,3822.42,3487.43,2079.43
2015-03-06,3807.04,3473.5,2071.26
2015-03-05,3861.29,3523.13,2101.04
2015-03-04,3856.51,3518.82,2098.53
2015-03-03,3872.71,3533.82,2107.78
2015-03-02,3890.32,3549.9,2117.39
2015-02-27,3866.42,3528.15,2104.5
2015-02-26,3877.85,3538.59,2110.74
2015-02-25,3882.95,3543.41,2113.86
2015-02-24,3885.27,3545.72,2115.48
2015-02-23,3874.46,3535.88,2109.66
2015-02-20,3875.6,3536.93,2110.3
2015-02-19,3851.53,3515.09,2097.45
2015-02-18,3855.0,3518.43,2099.68
2015-02-17,3856.04,3519.43,2100.34
2015-02-13,3849.29,3513.43,2096.99
2015-02-12,3833.35,3498.97,2088.48
2015-02-11,3795.82,3464.96,2068.53
2015-02-10,3794.62,3464.23,2068.59
2015-02-09,3754.36,3427.52,2046.74
2015-02-06,3770.2,3442.03,2055.47
2015-02-05,3782.11,3453.18,2062.52
2015-02-04,3742.84,3417.53,2041.51
2015-02-03,3757.34,3431.07,2050.03
2015-02-02,3703.77,3382.18,2020.85
2015-01-30,3656.28,3338.84,1994.99
2015-01-29,3704.35,3382.75,2021.25
2015-01-28,3669.1,3350.64,2002.16
2015-01-27,3718.99,3396.28,2029.55
2015-01-26,3769.45,3442.36,2057.09
2015-01-23,3759.76,3433.52,2051.82
2015-01-22,3780.51,3452.47,2063.15
2015-01-21,3723.62,3400.53,2032.12
2015-01-20,3705.64,3384.23,2022.55
2015-01-16,3699.79,3378.92,2019.42
2015-01-15,3650.74,3334.13,1992.67
2015-01-14,3684.72,3365.2,2011.27
2015-01-13,3706.15,3384.8,2023.03
2015-01-12,3715.36,3393.31,2028.26
2015-01-09,3745.67,3420.99,2044.81
2015-01-08,3777.4,3449.98,2062.14
2015-01-07,3710.94,3389.3,2025.9
2015-01-06,3667.14,3349.61,2002.61
2015-01-05,3700.03,3379.66,2020.58
2015-01-02,3768.68,3442.43,2058.2
2014-12-31,3769.44,3443.26,2058.9
2014-12-30,3808.69,3479.12,2080.35
2014-12-29,3826.95,3495.93,2090.57
2014-12-26,3823.0,3492.5,2088.77
2014-12-24,3810.39,3480.98,2081.88
2014-12-23,3810.78,3481.37,2082.17
2014-12-22,3803.94,3475.18,2078.54
2014-12-19,3788.97,3461.65,2070.65
2014-12-18,3771.72,3445.89,2061.23
2014-12-17,3682.7,3364.71,2012.89
2014-12-16,3609.06,3297.48,1972.74
2014-12-15,3639.97,3325.72,1989.63
2014-12-12,3663.1,3346.89,2002.33
2014-12-11,3723.32,3401.94,2035.33
2014-12-10,3705.51,3385.95,2026.14
2014-12-09,3766.83,3442.06,2059.82
2014-12-08,3767.7,3442.86,2060.31
2014-12-05,3794.68,3467.66,2075.37
2014-12-04,3788.34,3461.88,2071.92
2014-12-03,3792.69,3465.87,2074.33
2014-12-02,3777.47,3452.23,2066.55
2014-12-01,3753.31,3430.21,2053.44
2014-11-28,3778.96,3453.7,2067.56
2014-11-26,3788.42,3462.38,2072.83
2014-11-25,3776.94,3452.14,2067.03
2014-11-24,3780.88,3455.85,2069.41
2014-11-21,3770.03,3445.95,2063.5
2014-11-20,3749.87,3427.66,2052.75
2014-11-19,3742.35,3420.83,2048.72
2014-11-18,3747.74,3425.82,2051.8
2014-11-17,3727.86,3407.85,2041.32
2014-11-14,3724.92,3405.22,2039.82
2014-11-13,3723.58,3404.12,2039.33
2014-11-12,3721.3,3402.12,2038.25
2014-11-11,3722.84,3403.82,2039.68
2014-11-10,3720.25,3401.45,2038.26
2014-11-07,3708.46,3390.73,2031.92
2014-11-06,3706.45,3389.09,2031.21
2014-11-05,3691.38,3375.62,2023.57
2014-11-04,3669.18,3355.67,2012.1
2014-11-03,3679.58,3365.18,2017.81
2014-10-31,3679.99,3365.57,2018.05
2014-10-30,3637.3,3326.53,1994.65
2014-10-29,3614.53,3305.77,1982.3
2014-10-28,3619.16,3310.11,1985.05
2014-10-27,3576.47,3271.07,1961.63
2014-10-24,3581.82,3275.97,1964.58
2014-10-23,3556.7,3253.0,1950.82
2014-10-22,3513.47,3213.46,1927.11
2014-10-21,3538.9,3236.83,1941.28
2014-10-20,3470.89,3174.65,1904.01
2014-10-17,3439.39,3145.85,1886.76
2014-10-16,3395.64,3105.83,1862.76
2014-10-15,3395.03,3105.31,1862.49
2014-10-14,3422.43,3130.46,1877.7
2014-10-13,3417.01,3125.51,1874.74
2014-10-10,3474.23,3177.85,1906.13
2014-10-09,3514.12,3214.43,1928.21
2014-10-08,3588.07,3282.12,1968.89
2014-10-07,3525.29,3225.03,1935.1
2014-10-06,3579.42,3274.55,1964.82
2014-10-03,3584.94,3279.62,1967.9
2014-10-02,3545.3,3243.37,1946.17
2014-10-01,3544.98,3243.16,1946.16
2014-09-30,3592.25,3286.5,1972.29
2014-09-29,3602.09,3295.56,1977.8
2014-09-26,3610.98,3303.77,1982.85
2014-09-25,3579.61,3275.26,1965.99
2014-09-24,3638.44,3329.09,1998.3
2014-09-23,3610.1,3303.17,1982.77
2014-09-22,3630.7,3322.12,1994.29
2014-09-19,3660.03,3348.96,2010.4
2014-09-18,3661.73,3350.53,2011.36
2014-09-17,3643.4,3333.89,2001.57
2014-09-16,3638.6,3329.52,1998.98
2014-09-15,3611.52,3304.76,1984.13
2014-09-12,3614.06,3307.09,1985.54
2014-09-11,3635.66,3326.87,1997.45
2014-09-10,3631.45,3323.3,1995.69
2014-09-09,3617.89,3310.99,1988.44
2014-09-08,3641.66,3332.77,2001.54
2014-09-05,3652.26,3342.64,2007.71
2014-09-04,3633.87,3325.83,1997.65
2014-09-03,3639.35,3330.88,2000.72
2014-09-02,3641.52,3333.05,2002.28
2014-08-29,3643.34,3334.75,2003.37
2014-08-28,3630.98,3323.53,1996.74
2014-08-27,3636.64,3328.84,2000.12
2014-08-26,3635.71,3328.19,2000.02
2014-08-25,3631.86,3324.68,1997.92
2014-08-22,3614.5,3308.8,1988.4
2014-08-21,3621.23,3315.09,1992.37
2014-08-20,3610.49,3305.29,1986.51
2014-08-19,3601.33,3296.97,1981.6
2014-08-18,3582.7,3280.11,1971.74
2014-08-15,3552.17,3252.22,1955.06
2014-08-14,3551.97,3252.15,1955.18
2014-08-13,3536.42,3237.96,1946.72
2014-08-12,3511.96,3215.81,1933.75
2014-08-11,3517.53,3220.96,1936.92
2014-08-08,3507.21,3211.69,1931.59
2014-08-07,3467.14,3175.02,1909.57
2014-08-06,3485.67,3192.22,1920.24
2014-08-05,3484.56,3191.5,1920.21
2014-08-04,3518.31,3222.49,1938.99
2014-08-01,3493.18,3199.48,1925.15
2014-07-31,3503.19,3208.66,1930.67
2014-07-30,3574.45,3273.99,1970.07
2014-07-29,3573.65,3273.41,1969.95
2014-07-28,3589.73,3288.19,1978.91
2014-07-25,3588.68,3287.23,1978.34
2014-07-24,3606.1,3303.21,1987.98
2014-07-23,3604.3,3301.57,1987.01
2014-07-22,3597.95,3295.76,1983.53
2014-07-21,3579.99,3279.31,1973.63
2014-07-18,3588.21,3286.87,1978.22
2014-07-17,3551.73,3253.46,1958.12
2014-07-16,3593.91,3292.19,1981.57
2014-07-15,3578.46,3278.16,1973.28
2014-07-14,3585.37,3284.49,1977.1
2014-07-11,3568.08,3268.65,1967.57
2014-07-10,3562.49,3263.63,1964.68
2014-07-09,3577.28,3277.18,1972.83
2014-07-08,3560.53,3261.89,1963.71
2014-07-07,3584.75,3284.37,1977.65
2014-07-03,3598.73,3297.22,1985.44
2014-07-02,3579.11,3279.24,1974.62
2014-07-01,3576.55,3276.95,1973.32
2014-06-30,3552.18,3254.8,1960.23
2014-06-27,3553.35,3255.91,1960.96
2014-06-26,3546.38,3249.58,1957.22
2014-06-25,3549.96,3253.03,1959.53
2014-06-24,3532.57,3237.12,1949.98
2014-06-23,3555.14,3257.88,1962.61
2014-06-20,3555.6,3258.31,1962.87
2014-06-19,3549.44,3252.67,1959.48
2014-06-18,3544.42,3248.2,1956.98
2014-06-17,3517.23,3223.3,1941.99
2014-06-16,3509.54,3216.27,1937.78
2014-06-13,3506.58,3213.56,1936.16
2014-06-12,3495.57,3203.49,1930.11
2014-06-11,3519.52,3225.71,1943.89
2014-06-10,3531.62,3236.91,1950.79
2014-06-09,3532.47,3237.69,1951.27
2014-06-06,3528.98,3234.54,1949.44
2014-06-05,3512.21,3219.32,1940.46
2014-06-04,3489.21,3198.3,1927.88
2014-06-03,3482.0,3191.86,1924.24
2014-06-02,3483.14,3192.95,1924.97
2014-05-30,3480.29,3190.43,1923.57
2014-05-29,3473.86,3184.54,1920.03
2014-05-28,3454.88,3167.26,1909.78
2014-05-27,3458.19,3170.45,1911.91
2014-05-23,3437.58,3151.56,1900.53
2014-05-22,3422.99,3138.2,1892.49
2014-05-21,3414.45,3130.49,1888.03
2014-05-20,3386.48,3104.99,1872.83
2014-05-19,3408.52,3125.23,1885.08
2014-05-16,3395.21,3113.09,1877.86
2014-05-15,3382.52,3101.46,1870.85
2014-05-14,3413.84,3130.35,1888.53
2014-05-13,3429.3,3144.71,1897.45
2014-05-12,3427.01,3142.85,1896.65
2014-05-09,3394.05,3112.65,1878.48
2014-05-08,3388.29,3107.54,1875.63
2014-05-07,3392.1,3111.26,1878.21
2014-05-06,3371.72,3092.97,1867.72
2014-05-05,3402.23,3120.97,1884.66
2014-05-02,3395.61,3114.97,1881.14
2014-05-01,3400.2,3119.19,1883.68
2014-04-30,3400.46,3119.49,1883.95
2014-04-29,3390.16,3110.08,1878.33
2014-04-28,3374.04,3095.3,1869.43
2014-04-25,3362.95,3085.19,1863.4
2014-04-24,3390.39,3110.37,1878.61
2014-04-23,3384.5,3104.98,1875.39
2014-04-22,3391.58,3111.6,1879.55
2014-04-21,3377.75,3098.91,1871.89
2014-04-17,3365.0,3087.23,1864.85
2014-04-16,3360.27,3082.93,1862.31
2014-04-15,3325.3,3050.87,1842.98
2014-04-14,3302.98,3030.39,1830.61
2014-04-11,3276.04,3005.67,1815.69
2014-04-10,3307.08,3034.25,1833.08
2014-04-09,3377.61,3098.97,1872.18
2014-04-08,3340.84,3065.31,1851.96
2014-04-07,3327.27,3053.15,1845.04
2014-04-04,3363.41,3086.32,1865.09
2014-04-03,3406.0,3125.44,1888.77
2014-04-02,3409.8,3128.93,1890.9
2014-04-01,3399.51,3119.65,1885.52
2014-03-31,3375.51,3097.7,1872.34
2014-03-28,3348.83,3073.25,1857.62
2014-03-27,3333.23,3058.98,1849.04
2014-03-26,3339.0,3064.43,1852.56
2014-03-25,3362.44,3085.97,1865.62
2014-03-24,3347.36,3072.22,1857.44
2014-03-21,3363.72,3087.23,1866.52
2014-03-20,3373.6,3096.3,1872.01
2014-03-19,3353.29,3077.68,1860.77
2014-03-18,3373.98,3096.67,1872.25
